"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"99400073694","Fundació Pere Tarrés","Centre de Postgrau de les EUTSES","C","Santaló","37","37","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.395591","2.145776","428589.387","4583024.925","428681.302","4583225.868","932186590","Fax","","01/01","31/12","0101111","11:00:00","13:00:00","Horari de secretaria",
"99400073694","Fundació Pere Tarrés","Centre de Postgrau de les EUTSES","C","Santaló","37","37","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.395591","2.145776","428589.387","4583024.925","428681.302","4583225.868","932186590","Fax","","01/01","31/12","1010011","16:30:00","18:30:00"," ",
"99400075757","Escola Fructuós Gelabert","#","C","Sardenya","368","368","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.406092","2.170325","430652.817","4584170.844","430744.751","4584371.798","934369923","#","","","","","","","",
"99400075761","Escola Eulàlia Bota","#","C","Fernando Pessoa","59","59","60","Sant Andreu","09","Sant Andreu","08000","019","BARCELONA","41.443866","2.191436","432456.459","4588347.733","432548.408","4588548.726","933117676","#","","","","","","","",
"99400075762","Escola Pere IV","#","C","Bilbao","103","117","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.405007","2.20045","433169.675","4584026.668","433261.632","4584227.622","933032803","Fax","","","","","","","",
"99400075762","Escola Pere IV","#","C","Bilbao","103","117","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.405007","2.20045","433169.675","4584026.668","433261.632","4584227.622","933032803","#","","","","","","","",
"99400079604","Aules de Formació Permanent per a la Gent Gran de Barcelona","#","C","Casanova","36","36","10","Sant Antoni","02","Eixample","08011","019","BARCELONA","41.383627","2.161365","429879.742","4581684.025","429971.669","4581884.956","934516040","#","","01/01","31/12","0000011","10:00:00","13:00:00"," ",
"99400084474","Institut Universitari de Salut Mental Vidal i Barraquer","#","C","Sant Gervasi de Cassoles","88","90","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.406235","2.135473","427739.869","4584215.121","427831.776","4584416.075","932110032","Fax","","","","","","","",
"99400084474","Institut Universitari de Salut Mental Vidal i Barraquer","#","C","Sant Gervasi de Cassoles","88","90","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.406235","2.135473","427739.869","4584215.121","427831.776","4584416.075","934340001","#","","","","","","","",
"99400084532","Escola Tècnica Superior - School of Engineering  IQS - URL","#","Via","Augusta","390","390","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.403795","2.119469","426399.375","4583957.815","426491.27","4584158.766","932672000","#","","","","","","","",
"99400084532","Escola Tècnica Superior - School of Engineering  IQS - URL","#","Via","Augusta","390","390","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.403795","2.119469","426399.375","4583957.815","426491.27","4584158.766","932056266","Fax","","","","","","","",
"99400092745","Facultat de Medicina - UAB","Unitat Docent Hospital Universitari de la Santa Creu i Sant Pau","C","Sant Antoni Maria Claret","167","167","35","el Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.412416","2.175768","431114.411","4584868.552","431206.349","4585069.513","935868981","#","","","","","","","",
"99400096279","Centre Especial de Recerca en Teories i Pràctiques Superadores de Desigualtats","#","Pg","Vall d'Hebron","175","175","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.435755","2.147166","428749.493","4587482.77","428841.408","4587683.754","934035164","#","","","","","","","",
"99400096279","Centre Especial de Recerca en Teories i Pràctiques Superadores de Desigualtats","#","Pg","Vall d'Hebron","175","175","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.435755","2.147166","428749.493","4587482.77","428841.408","4587683.754","934035099","#","","","","","","","",
"99400096762","Fundació Parc Científic de Barcelona","Observatori de Globalització","C","Adolf Florensa","8","8","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.382263","2.115556","426047.916","4581570.621","426139.808","4581771.55","93 403 44 78","Fax","","","","","","","",
"99400096762","Fundació Parc Científic de Barcelona","Observatori de Globalització","C","Adolf Florensa","8","8","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.382263","2.115556","426047.916","4581570.621","426139.808","4581771.55","93 403 44 79","#","","","","","","","",
"99400096763","Fundació Parc Científic de Barcelona","Observatori del Tíbet i Àsia Central","C","Baldiri Reixac","4","6","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.381869","2.116467","426123.653","4581526.141","426215.546","4581727.069","934024594","Fax","","","","","","","",
"99400096763","Fundació Parc Científic de Barcelona","Observatori del Tíbet i Àsia Central","C","Baldiri Reixac","4","6","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.381869","2.116467","426123.653","4581526.141","426215.546","4581727.069","934037821","#","","","","","","","",
"99400096763","Fundació Parc Científic de Barcelona","Observatori del Tíbet i Àsia Central","C","Baldiri Reixac","4","6","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.381869","2.116467","426123.653","4581526.141","426215.546","4581727.069","934034019","#","","","","","","","",
"99400096806","Fundació Parc Científic de Barcelona","Institut de Biologia Molecular de Barcelona","C","Baldiri Reixac","4","8","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.381881","2.116514","426127.64","4581527.444","426219.533","4581728.372","934034979","Fax","","","","","","","",
"99400096806","Fundació Parc Científic de Barcelona","Institut de Biologia Molecular de Barcelona","C","Baldiri Reixac","4","8","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.381881","2.116514","426127.64","4581527.444","426219.533","4581728.372","934034668","#","","","","","","","",
"99400096808","Fundació Parc Científic de Barcelona","Institut de Bioenginyeria de Catalunya","C","Baldiri Reixac","10","12","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.381881","2.116514","426127.64","4581527.444","426219.533","4581728.372","934039706","#","","","","","","","",
"99400096810","Fundació Parc Científic de Barcelona","Centre de Recerca de Química Teòrica","C","Josep Samitier","1","5","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.382649","2.114542","425963.613","4581614.351","426055.504","4581815.28","93 403 45 27","#","","","","","","","",
"99400096810","Fundació Parc Científic de Barcelona","Centre de Recerca de Química Teòrica","C","Josep Samitier","1","5","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.382649","2.114542","425963.613","4581614.351","426055.504","4581815.28","93 339 78 78","Fax","","","","","","","",
"99400100461","Institut de Ciències de l'Educació de la Universitat Autònoma de Barcelona *Sant Pau","Programa de Coeducació","C","Sant Antoni Maria Claret","171","171","35","el Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.412416","2.175768","431114.411","4584868.552","431206.349","4585069.513","93 581 13 84","#","","","","","","","",
"99400100461","Institut de Ciències de l'Educació de la Universitat Autònoma de Barcelona *Sant Pau","Programa de Coeducació","C","Sant Antoni Maria Claret","171","171","35","el Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.412416","2.175768","431114.411","4584868.552","431206.349","4585069.513","93 581 20 00","Fax","","","","","","","",
"99400100463","Facultat de Geografia i Història - UB","Grup de Recerca Multiculturalisme i Gènere","C","Montalegre","6","6","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384031","2.16734","430379.702","4581724.075","430471.634","4581925.006","934037727","Centraleta","","","","","","","",
"99400100463","Facultat de Geografia i Història - UB","Grup de Recerca Multiculturalisme i Gènere","C","Montalegre","6","6","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384031","2.16734","430379.702","4581724.075","430471.634","4581925.006","934037728","Centraleta","","","","","","","",
"99400100466","Universitat Politècnica de Catalunya","Programa Dona","C","Jordi Girona","31","31","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.389396","2.117481","426216.973","4582360.854","426308.867","4582561.79","93 401 77 13","#","","","","","","","",
"99400100466","Universitat Politècnica de Catalunya","Programa Dona","C","Jordi Girona","31","31","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.389396","2.117481","426216.973","4582360.854","426308.867","4582561.79","93 401 10 51","Fax","","","","","","","",
"99400105772","Centre d'Estudis Musicals A Tempo","#","C","Lluçà","56","56","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.38328","2.130414","427291.417","4581670.934","427383.321","4581871.864","934911781","#","","","","","","","",
"99400108000","Escola La Llacuna del Poblenou","#","C","Pallars","207","217","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.402044","2.198764","433025.696","4583699.003","433117.652","4583899.954","933568863","#","","","","","","","",
"99400109026","Barcelona Supercomputing Center - Centro Nacional de Supercomputación","#","C","Jordi Girona","31","31","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.388942","2.116548","426138.405","4582311.312","426230.298","4582512.248","93 413 7721","Fax","","","","","","","",
"99400109026","Barcelona Supercomputing Center - Centro Nacional de Supercomputación","#","C","Jordi Girona","31","31","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.388942","2.116548","426138.405","4582311.312","426230.298","4582512.248","93 413 7716","#","","","","","","","",
"99400118578","Universitat Progressista d'Estiu de Catalunya","#","C","Nou de Sant Francesc","42","42","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.378386","2.178312","431291.179","4581088.598","431383.12","4581289.524","663062804","#","","","","","","","",
"99400118578","Universitat Progressista d'Estiu de Catalunya","#","C","Nou de Sant Francesc","42","42","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.378386","2.178312","431291.179","4581088.598","431383.12","4581289.524","933437472","#","","","","","","","",
"99400118578","Universitat Progressista d'Estiu de Catalunya","#","C","Nou de Sant Francesc","42","42","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.378386","2.178312","431291.179","4581088.598","431383.12","4581289.524","933019174","Fax","","","","","","","",
"99400145219","Celltec UB","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","934021550","#","","","","","","","",
"99400145219","Celltec UB","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","934034607","Fax","","","","","","","",
"99400145224","Centre Català de Qualitat","#","Pg","Gràcia","129","129","31","la Vila de Gràcia","06","Gràcia","08008","019","BARCELONA","41.39763","2.157683","429586.943","4583241.532","429678.867","4583442.477","935674880","#","","","","","","","",
"99400145224","Centre Català de Qualitat","#","Pg","Gràcia","129","129","31","la Vila de Gràcia","06","Gràcia","08008","019","BARCELONA","41.39763","2.157683","429586.943","4583241.532","429678.867","4583442.477","934767234","Fax","","","","","","","",
"99400145265","Centre de Biotecnología","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","934021231","Fax","","","","","","","",
"99400145265","Centre de Biotecnología","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","934021220","#","","","","","","","",
"99400145326","Centre d'Aplicacions d'Internet","#","C","Jordi Girona","1","3","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.389948","2.115402","426043.742","4582423.933","426135.634","4582624.87","934017055","Fax","","","","","","","",
"99400145326","Centre d'Aplicacions d'Internet","#","C","Jordi Girona","1","3","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.389948","2.115402","426043.742","4582423.933","426135.634","4582624.87","934017182","#","","","","","","","",
"99400145329","Centre de Disseny d'Equips Industrials","#","C","Llorens i Artigas","4","12","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.38284","2.116042","426089.218","4581634.237","426181.111","4581835.166","93 401 19 89","Fax","","","","","","","",
"99400145329","Centre de Disseny d'Equips Industrials","#","C","Llorens i Artigas","4","12","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.38284","2.116042","426089.218","4581634.237","426181.111","4581835.166","93 401 08 31","#","","","","","","","",
"99400145333","Centre de Comunicacions Avançades de Banda Ampla","#","C","Jordi Girona","1","3","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.389948","2.115402","426043.742","4582423.933","426135.634","4582624.87","934017200","Fax","","","","","","","",
"99400145333","Centre de Comunicacions Avançades de Banda Ampla","#","C","Jordi Girona","1","3","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.389948","2.115402","426043.742","4582423.933","426135.634","4582624.87","934016434","#","","","","","","","",
"99400145335","Centre de Disseny i Optimització de Processos i Materials","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 403 54 38","Fax","","","","","","","",
"99400145335","Centre de Disseny i Optimització de Processos i Materials","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 402 13 16","#","","","","","","","",
"99400145336","Centre de Desenvolupament Acústic","#","Pg","Bonanova","8","8","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.40624","2.132496","427490.99","4584218.182","427582.895","4584419.136","932902427","#","","","","","","","",
"99400145336","Centre de Desenvolupament Acústic","#","Pg","Bonanova","8","8","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.40624","2.132496","427490.99","4584218.182","427582.895","4584419.136","932902470","Fax","","","","","","","",
"99400145340","Centre de Física de Sistemes Complexos","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 402 11 49","Fax","","","","","","","",
"99400145340","Centre de Física de Sistemes Complexos","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 402 11 50","#","","","","","","","",
"99400145343","Centre de Logística i Serveis Marítims","#","C","Escar","6","8","03","la Barceloneta","01","Ciutat Vella","08039","019","BARCELONA","41.375805","2.188094","432106.463","4580794.273","432198.411","4580995.196","932219498","#","","","","","","","",
"99400145343","Centre de Logística i Serveis Marítims","#","C","Escar","6","8","03","la Barceloneta","01","Ciutat Vella","08039","019","BARCELONA","41.375805","2.188094","432106.463","4580794.273","432198.411","4580995.196","932211733","Fax","","","","","","","",
"99400145349","Centre de Projecció Tèrmica","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 402 12 97","#","","","","","","","",
"99400145349","Centre de Projecció Tèrmica","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 402 13 02","#","","","","","","","",
"99400145349","Centre de Projecció Tèrmica","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93402 12 97","Fax","","","","","","","",
"99400145349","Centre de Projecció Tèrmica","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 402 16 38","Fax","","","","","","","",
"99400145353","Centre de Desenvolupament Electrònic i Informàtic","#","C","Quatre Camins","30","30","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.409441","2.130064","427291.333","4584575.653","427383.236","4584776.61","932902425","#","","","","","","","",
"99400145353","Centre de Desenvolupament Electrònic i Informàtic","#","C","Quatre Camins","30","30","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.409441","2.130064","427291.333","4584575.653","427383.236","4584776.61","932902450","Fax","","","","","","","",
"99400145354","Centre de Diagnòstic Industrial i Fluidodinàmica","#","Av","Diagonal","647","647","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384899","2.115258","426025.967","4581863.593","426117.859","4582064.525","93 401 25 96","#","","","","","","","",
"99400145354","Centre de Diagnòstic Industrial i Fluidodinàmica","#","Av","Diagonal","647","647","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384899","2.115258","426025.967","4581863.593","426117.859","4582064.525","93 401 58 12","Fax","","","","","","","",
"99400145356","Centre de Computació i Comunicacions de Catalunya","#","C","Gran Capità","2","4","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.387308","2.111153","425685.548","4582134.544","425777.437","4582335.478","93 205 64 64","#","","","","","","","",
"99400145356","Centre de Computació i Comunicacions de Catalunya","#","C","Gran Capità","2","4","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.387308","2.111153","425685.548","4582134.544","425777.437","4582335.478","93 205 69 79","Fax","","","","","","","",
"99400145382","Fundació CIM","#","C","Llorens i Artigas","4","12","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.38284","2.116042","426089.218","4581634.237","426181.111","4581835.166","93 401 71 70","Fax","","","","","","","",
"99400145382","Fundació CIM","#","C","Llorens i Artigas","4","12","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.38284","2.116042","426089.218","4581634.237","426181.111","4581835.166","93 401 71 71","#","","","","","","","",
"99400145383","Centre de Recerca de Meteorologia Aplicada i Canvi Global","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 402 11 23","#","","","","","","","",
"99400145383","Centre de Recerca de Meteorologia Aplicada i Canvi Global","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 402 11 33","Fax","","","","","","","",
"99400145385","Centre de Llenguatge i Computació","#","C","Adolf Florensa","8","8","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.382263","2.115556","426047.916","4581570.621","426139.808","4581771.55","93 403 45 58","#","","","","","","","",
"99400145385","Centre de Llenguatge i Computació","#","C","Adolf Florensa","8","8","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.382263","2.115556","426047.916","4581570.621","426139.808","4581771.55","93 318 98 22","Fax","","","","","","","",
"99400145390","Centre de Recerca de Neurociències","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 402 15 39","#","","","","","","","",
"99400145390","Centre de Recerca de Neurociències","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 402 15 40","Fax","","","","","","","",
"99400145397","Centre de Recerca de Nutrició i Ciències dels Aliments","#","Av","Joan XXIII","27","31","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385492","2.119176","426354.275","4581925.982","426446.17","4582126.914","93 402 18 96","Fax","","","","","","","",
"99400145397","Centre de Recerca de Nutrició i Ciències dels Aliments","#","Av","Joan XXIII","27","31","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385492","2.119176","426354.275","4581925.982","426446.17","4582126.914","93 402 45 09","#","","","","","","","",
"99400145404","Centre de Recerca de Biodiversitat de Mamífers Terrestres","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 402 14 51","#","","","","","","","",
"99400145404","Centre de Recerca de Biodiversitat de Mamífers Terrestres","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 403 44 25","Fax","","","","","","","",
"99400145407","Centre de Recerca de Biodiversitat Vegetal","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 402 14 65","#","","","","","","","",
"99400145407","Centre de Recerca de Biodiversitat Vegetal","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 402 14 61","Fax","","","","","","","",
"99400145408","Centre de Recerca de Síntesi Estereoselectiva de Productes Naturals i Fàrmacs Relacionats","#","C","Martí i Franquès","1","11","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 339 78 78","Fax","","","","","","","",
"99400145408","Centre de Recerca de Síntesi Estereoselectiva de Productes Naturals i Fàrmacs Relacionats","#","C","Martí i Franquès","1","11","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 402 12 58","#","","","","","","","",
"99400145423","Centre de Recerca de Biomedicina de Pedralbes","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 402 11 00","#","","","","","","","",
"99400145423","Centre de Recerca de Biomedicina de Pedralbes","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 402 15 59","Fax","","","","","","","",
"99400145424","Centre de Recerca de Taxonomia, Filogènia i Ecologia Moleculars","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 402 14 46","#","","","","","","","",
"99400145424","Centre de Recerca de Taxonomia, Filogènia i Ecologia Moleculars","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 402 14 40","Fax","","","","","","","",
"99400145428","Centre de Recerca de Ciències del Mar","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 411 14 38","Fax","","","","","","","",
"99400145428","Centre de Recerca de Ciències del Mar","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 402 15 11","#","","","","","","","",
"99400145430","Centre de Recerca d'Ecologia i Gestió de l'Aigua","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 402 11 00","#","","","","","","","",
"99400145430","Centre de Recerca d'Ecologia i Gestió de l'Aigua","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","93 402 11 02","Fax","","","","","","","",
"99400145432","Centre de Recerca de Desenvolupament del Medicament","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 402 12 19","Fax","","","","","","","",
"99400145432","Centre de Recerca de Desenvolupament del Medicament","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 402 12 14","#","","","","","","","",
"99400145435","Centre de Recerca d'Economia del Benestar","#","C","Baldiri Reixac","4","6","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.381869","2.116467","426123.653","4581526.141","426215.546","4581727.069","93 403 45 40","Fax","","","","","","","",
"99400145435","Centre de Recerca d'Economia del Benestar","#","C","Baldiri Reixac","4","6","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.381869","2.116467","426123.653","4581526.141","426215.546","4581727.069","93 403 45 37","#","","","","","","","",
"99400145438","Centre de Recerca de Federalisme Fiscal i Economia Regional","#","Av","Diagonal","690","690","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.385692","2.114976","426003.319","4581951.782","426095.211","4582152.714","93 402 18 13","Fax","","","","","","","",
"99400145438","Centre de Recerca de Federalisme Fiscal i Economia Regional","#","Av","Diagonal","690","690","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.385692","2.114976","426003.319","4581951.782","426095.211","4582152.714","93 403 46 46","#","","","","","","","",
"99400145444","Centre de Recerca d'Estudis de Ciutadania i Societat Civil","#","C","Adolf Florensa","8","8","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.382263","2.115556","426047.916","4581570.621","426139.808","4581771.55","934.034.643","#","","","","","","","",
"99400145450","Centre de Recerca Institut de Dret Públic","#","C","Baldiri Reixac","4","6","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.381869","2.116467","426123.653","4581526.141","426215.546","4581727.069","93 403 45 35","#","","","","","","","",
"99400145450","Centre de Recerca Institut de Dret Públic","#","C","Baldiri Reixac","4","6","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.381869","2.116467","426123.653","4581526.141","426215.546","4581727.069","93 403 45 36","Fax","","","","","","","",
"99400145451","Centre de Recerca en Bioelectrònica i Nanobiociència","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 402 11 48","Fax","","","","","","","",
"99400145451","Centre de Recerca en Bioelectrònica i Nanobiociència","#","C","Martí i Franquès","1","1","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","93 402 90 68","#","","","","","","","",
"99400145452","Centre de Tecnologies Avançades en Química Fina i Síntesi Assimètrica","#","C","Josep Samitier","1","5","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.382649","2.114542","425963.613","4581614.351","426055.504","4581815.28","93 403 47 08","#","","","","","","","",
"99400145452","Centre de Tecnologies Avançades en Química Fina i Síntesi Assimètrica","#","C","Josep Samitier","1","5","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.382649","2.114542","425963.613","4581614.351","426055.504","4581815.28","93 403 70 95","Fax","","","","","","","",
